corte,numero,anno,codice,nomeBase,nomeFile,has,skip,reason,hasDone,hasEmbedding
"{'codice': 'V70', 'grado': '2°', 'denominazione': 'LOMBARDIA', 'cortePortale': 'CGT 2° LOMBARDIA'}",1205,2026,V70,Sentenza_V70_1205_2026,Sentenza_V70_1205_2026.pdf,False,False,non presente sul server,False,False
